acc_ref,beat_no,severity,no_vehicle,no_casualt,a_date,a_day,a_date_day,a_date_mon,a_date_yr,a_time_hr,a_time_min,loc_auth,road1_class,road1_no,road_type,speed_limi,junc_det,junc_ctrl,road2_class,road2_no,light_cond,weather,road_surf,spec_cond,cway_hzrds,ovrtk_patrn,easting,northing,net_id,net_type,acc_type,text_id,division,Postcode,ped_xing_hc,ped_xing_p,place_reported,Location
325412,,Slight,1,1,12/06/2012,Tuesday,12,June,12,18,45,230,A,901,"Single carriageway - 2 lanes",30,"'T' or staggered junction","Give way sign or markings",Unclassified,,"Daylight: street lights present","Fine (without high winds)",Dry,None,None,"No overtaking",326650,676260,531367,Junction,Pedestrian,354959,unset,EH65LQ,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m",Elsewhere,"55.97371,-3.17687"
326412,,Slight,2,1,13/06/2012,Wednesday,13,June,12,14,15,230,C,,"Single carriageway - 2 lanes",30,"Not at or within 20 metres of junction",unset,"\",,"Daylight: street lights present","Fine (without high winds)",Dry,None,None,"No overtaking",323210,676870,559682,Segment,T.V.N.P.,354960,unset,EH51PE,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m",Elsewhere,"55.97865,-3.23214"
327312,,Serious,3,1,13/06/2012,Wednesday,13,June,12,15,10,230,B,701,"Single carriageway - 2 lanes",30,"'T' or staggered junction","Give way sign or markings",Unclassified,,"Daylight: street lighting unknown","Fine (without high winds)",Dry,None,None,"No overtaking",320920,668950,533428,Junction,M.V.N.P.,354961,unset,EH130LW,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m","At scene","55.90714,-3.2665"
327812,,Slight,2,1,14/06/2012,Thursday,14,June,12,7,30,230,Unclassified,,"Single carriageway - 2 lanes",30,"Not at or within 20 metres of junction",unset,"\",,"Daylight: street lights present","Fine (without high winds)",Dry,None,None,"No overtaking",324640,672440,0,Unset,Cyclist,354962,unset,EH104JL,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m","At scene","55.93909,-3.20799"
327912,,Slight,1,2,13/06/2012,Wednesday,13,June,12,13,15,230,C,,"Single carriageway - 2 lanes",30,"Not at or within 20 metres of junction",unset,"\",,"Daylight: street lights present","Fine (without high winds)",Dry,None,None,"No overtaking",322470,672320,559251,Segment,Pedestrian,354963,unset,EH112SJ,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","At scene","55.93766,-3.24269"
328212,,Slight,2,3,14/06/2012,Thursday,14,June,12,10,45,230,C,,"Single carriageway - 2 lanes",30,"'T' or staggered junction","Give way sign or markings",Unclassified,,"Daylight: street lights present","Fine (without high winds)",Dry,None,"Other object in carriageway","No overtaking",323600,672370,533377,Junction,T.V.N.P.,354964,unset,EH111EF,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m","At scene","55.93829,-3.22462"
329712,,Slight,1,1,14/06/2012,Thursday,14,June,12,19,0,230,C,,"Single carriageway - 2 lanes",30,"'T' or staggered junction","Automatic Traffic Signal",Unclassified,,"Daylight: no street lighting",Unknown,Dry,None,None,"No overtaking",325630,674300,520572,Junction,Bus,354965,unset,EH13PG,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m","At scene","55.95595,-3.19267"
329912,,Slight,2,1,15/06/2012,Friday,15,June,12,8,30,230,Unclassified,,"Single carriageway - 2 lanes",30,Crossroads,"Give way sign or markings",Unclassified,,"Daylight: street lights present","Raining (without high winds)",Dry,None,None,"No overtaking",325880,671170,533413,Junction,T.V.N.P.,354966,unset,EH92PP,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m","At scene","55.92787,-3.18779"
331512,,Serious,1,1,16/06/2012,Saturday,16,June,12,0,50,230,A,7,"Single carriageway - 2 lanes",30,Crossroads,"Automatic Traffic Signal",Unclassified,,"Darkness: street lights present and lit","Raining with high winds",Dry,None,None,"No overtaking",326340,672600,532690,Junction,Pedestrian,354967,unset,EH89PR,"Control by other authorised person","Pedestrian phase at traffic signal junction","At scene","55.94079,-3.18083"
332512,,Slight,3,2,14/06/2012,Thursday,14,June,12,14,53,230,A,720,"Dual carriageway - 2 lanes",70,"Not at or within 20 metres of junction",unset,"\",,"Daylight: no street lighting","Fine (without high winds)",Dry,None,None,"No overtaking",318800,670130,2578907,Segment,M.V.N.P.,354968,unset,EH142SR,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m","At scene","55.91738,-3.30076"
332612,,Slight,2,1,09/06/2012,Saturday,9,June,12,13,0,230,A,71,"Single carriageway - 2 lanes",30,"Other junction","Give way sign or markings",Unclassified,,"Daylight: street lights present","Fine (without high winds)",Dry,None,None,"No overtaking",322930,672260,521961,Junction,Cyclist,354969,unset,EH112PP,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m","At scene","55.9372,-3.23531"
332912,,Slight,2,3,16/06/2012,Saturday,16,June,12,12,45,230,A,71,"Dual carriageway - 2 lanes",40,Roundabout,"Give way sign or markings",C,,"Daylight: street lights present","Raining (without high winds)",Dry,None,None,"No overtaking",320770,671110,529501,Junction,T.V.N.P.,354970,unset,EH113PA,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m","At scene","55.92652,-3.26953"
333012,,Slight,2,1,16/06/2012,Saturday,16,June,12,17,40,230,Unclassified,,"Single carriageway - 2 lanes",30,"'T' or staggered junction","Give way sign or markings",Unclassified,,"Daylight: street lights present","Raining (without high winds)",Dry,None,None,"No overtaking",323390,668950,533059,Junction,T.V.N.P.,354971,unset,EH139JA,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m","At scene","55.90754,-3.22701"
335612,,Slight,2,2,17/06/2012,Sunday,17,June,12,6,28,230,A,6095,"Single carriageway - 2 lanes",30,"'T' or staggered junction","Give way sign or markings",Unclassified,,"Daylight: no street lighting","Fine (without high winds)",Dry,None,None,"No overtaking",327920,671590,530404,Junction,T.V.N.P.,354972,unset,EH165LL,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m","At scene","55.93195,-3.15527"
336812,,Slight,2,1,18/06/2012,Monday,18,June,12,10,0,230,Unclassified,,"Single carriageway - 2 lanes",30,"'T' or staggered junction","Automatic Traffic Signal",Unclassified,,"Daylight: no street lighting","Fine (without high winds)",Dry,None,None,"No overtaking",326490,670790,529852,Junction,T.V.N.P.,354973,unset,EH93JF,"Control by other authorised person","Pedestrian phase at traffic signal junction","At scene","55.92455,-3.17794"
337112,,Slight,2,1,18/06/2012,Monday,18,June,12,17,40,230,Unclassified,,"Single carriageway - 2 lanes",30,Crossroads,"Automatic Traffic Signal",A,700,"Daylight: street lights present","Fine (without high winds)",Dry,None,None,"No overtaking",326220,672570,532729,Junction,Cyclist,354974,unset,EH91ND,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","At scene","55.9405,-3.18275"
337512,,Slight,2,2,18/06/2012,Monday,18,June,12,17,20,230,A,8,"Single carriageway - 2 lanes",30,"'T' or staggered junction","Give way sign or markings",Unclassified,,"Daylight: street lights present","Fine (without high winds)",Dry,None,None,"No overtaking",320590,672820,521742,Junction,Bus,354975,unset,EH126JP,"Control by other authorised person","Central refuge - no other controls",Elsewhere,"55.94185,-3.27292"
338212,,Slight,2,1,19/06/2012,Tuesday,19,June,12,6,50,230,A,90,"Single carriageway - 2 lanes",40,"Not at or within 20 metres of junction",unset,"\",,"Daylight: street lights present","Fine (without high winds)",Dry,None,None,"No overtaking",319480,674980,555504,Segment,Cyclist,354976,unset,EH46ER,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m","At scene","55.96106,-3.29133"
338712,,Slight,1,1,19/06/2012,Tuesday,19,June,12,13,20,230,Unclassified,,"Single carriageway - 2 lanes",30,Crossroads,"Give way sign or markings",B,900,"Daylight: street lights present","Fine (without high winds)",Dry,None,None,"No overtaking",323750,674660,520083,Junction,Pedestrian,354977,unset,EH41BQ,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","At scene","55.95889,-3.22286"
339412,,Slight,2,1,17/05/2012,Thursday,17,May,12,8,0,230,B,800,"Single carriageway - 2 lanes",60,"Not at or within 20 metres of junction",unset,"\",,"Daylight: no street lighting","Fine (without high winds)",Dry,None,None,"No overtaking",311880,672990,555177,Segment,T.V.N.P.,365676,unset,EH288LA,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m",Elsewhere,"55.94186,-3.41238"
340112,,Serious,2,1,20/06/2012,Wednesday,20,June,12,6,40,230,A,8,"Single carriageway - 2 lanes",30,"Other junction","Give way sign or markings",C,,"Daylight: no street lighting","Fine (without high winds)",Dry,None,None,"No overtaking",321490,673000,521754,Junction,Cyclist,354978,unset,EH126TY,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m","At scene","55.94361,-3.25857"
340712,,Serious,2,1,20/06/2012,Wednesday,20,June,12,14,0,230,Unclassified,,"One way Street",30,"Not at or within 20 metres of junction",unset,"\",,"Daylight: no street lighting","Fine (without high winds)",Dry,None,None,"No overtaking",327140,672760,0,Unset,T.V.N.P.,354979,unset,EH87AT,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m","At scene","55.94235,-3.16807"
341612,,Slight,2,1,09/03/2012,Friday,9,March,12,22,0,230,A,900,Roundabout,30,Roundabout,"Give way sign or markings",A,900,"Darkness: street lights present and lit","Fine (without high winds)",Dry,None,None,"No overtaking",325980,674380,520602,Junction,T.V.N.P.,338139,unset,EH13JT,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m","At scene","55.95672,-3.18708"
342412,,Slight,2,1,21/06/2012,Thursday,21,June,12,16,34,230,A,720,"Dual carriageway - 2 lanes",50,"Not at or within 20 metres of junction",unset,"\",,"Daylight: no street lighting","Raining (without high winds)",Dry,None,None,"No overtaking",318730,670180,2582067,Segment,T.V.N.P.,354980,unset,EH142SR,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m","At scene","55.91782,-3.3019"
342612,,Slight,1,1,21/06/2012,Thursday,21,June,12,15,40,230,Unclassified,,"Single carriageway - 2 lanes",30,"Not at or within 20 metres of junction",unset,"\",,"Daylight: street lights present","Raining (without high winds)",Dry,None,None,"No overtaking",329290,671430,12228226,Segment,Pedestrian,354981,unset,EH164DW,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m","At scene","55.93072,-3.1333"
343912,,Slight,2,1,22/06/2012,Friday,22,June,12,11,0,230,A,900,"Single carriageway - 2 lanes",30,"Other junction","Automatic Traffic Signal",Unclassified,,"Daylight: street lights present","Raining (without high winds)",Dry,None,None,"No overtaking",326210,674650,12222104,Junction,Cyclist,354982,unset,EH74AE,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","Pedestrian phase at traffic signal junction","At scene","55.95918,-3.18347"
344012,,Slight,2,1,21/06/2012,Thursday,21,June,12,11,38,230,B,701,"Single carriageway - 2 lanes",30,"'T' or staggered junction","Give way sign or markings",Unclassified,,"Daylight: street lights present","Fine (without high winds)",Dry,None,None,"No overtaking",318890,674840,519930,Junction,T.V.N.P.,354983,unset,EH48AR,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m","At scene","55.9597,-3.30074"
344512,,Slight,2,1,21/06/2012,Thursday,21,June,12,15,45,230,Unclassified,,"Dual carriageway - 2 lanes",30,"Not at or within 20 metres of junction",unset,"\",,"Daylight: street lights present","Raining (without high winds)",Dry,None,None,"No overtaking",321950,673190,565622,Segment,Cyclist,354984,unset,EH126JH,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m",Elsewhere,"55.9454,-3.25126"
345412,,Serious,2,1,22/06/2012,Friday,22,June,12,17,35,230,A,900,"Dual carriageway - 2 lanes",30,Crossroads,"Automatic Traffic Signal",Unclassified,,"Daylight: street lights present","Raining (without high winds)",Dry,None,None,"No overtaking",326380,674890,520266,Junction,T.V.N.P.,354985,unset,EH74LU,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","Pedestrian phase at traffic signal junction","At scene","55.96137,-3.18082"
345712,,Serious,2,2,23/06/2012,Saturday,23,June,12,17,20,230,Unclassified,,"Single carriageway - 2 lanes",30,"Not at or within 20 metres of junction",unset,"\",,"Daylight: street lights present","Fine (without high winds)",Dry,None,None,"No overtaking",330250,673130,569094,Segment,T.V.N.P.,354986,unset,EH151JX,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m","At scene","55.94613,-3.11838"
345812,,Slight,1,1,23/06/2012,Saturday,23,June,12,23,0,230,A,900,"Dual carriageway - 2 lanes",30,"'T' or staggered junction","Automatic Traffic Signal",A,1,"Darkness: street lights present and lit","Fine (without high winds)",Dry,None,None,"No overtaking",325880,674040,520638,Junction,Pedestrian,354987,unset,EH13SJ,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","Pedestrian phase at traffic signal junction","At scene","55.95365,-3.18859"
348112,,Slight,2,1,25/06/2012,Monday,25,June,12,9,40,230,B,900,"Single carriageway - 2 lanes",30,"Not at or within 20 metres of junction",unset,"\",,"Daylight: no street lighting","Fine (without high winds)",Dry,None,None,"No overtaking",323800,674680,554177,Segment,T.V.N.P.,354988,unset,EH41BH,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m","At scene","55.95908,-3.22207"
348312,,Slight,2,1,18/06/2012,Monday,18,June,12,15,45,230,Unclassified,,"Single carriageway - 2 lanes",20,"Not at or within 20 metres of junction",unset,"\",,"Daylight: street lights present","Fine (without high winds)",Dry,None,None,"No overtaking",326340,672220,563155,Segment,Cyclist,354989,unset,EH91PU,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m",Elsewhere,"55.93737,-3.18073"
349012,,Serious,2,1,25/06/2012,Monday,25,June,12,16,29,230,C,,"Single carriageway - 2 lanes",30,Roundabout,"Automatic Traffic Signal",C,,"Daylight: no street lighting","Fine (without high winds)",Dry,None,None,"No overtaking",325340,674040,520515,Junction,T.V.N.P.,354990,unset,EH21EL,"Control by other authorised person","Pedestrian phase at traffic signal junction","At scene","55.95357,-3.19723"
349112,,Serious,2,1,25/06/2012,Monday,25,June,12,20,59,230,B,701,"Single carriageway - 2 lanes",30,"'T' or staggered junction","Give way sign or markings",Unclassified,,"Daylight: no street lighting","Fine (without high winds)",Dry,None,None,"No overtaking",319530,670280,529933,Junction,T.V.N.P.,354991,unset,EH114LL,"Control by other authorised person","Pedestrian phase at traffic signal junction","At scene","55.91885,-3.28913"
349512,,Serious,1,1,26/06/2012,Tuesday,26,June,12,7,35,230,A,70,"Single carriageway - 2 lanes",30,"Other junction","Give way sign or markings",A,70,"Daylight: no street lighting","Fine (without high winds)",Dry,None,None,"No overtaking",322530,671290,529576,Junction,Pedestrian,354992,unset,EH141PY,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","Central refuge - no other controls","At scene","55.92842,-3.24143"
349612,,Slight,2,2,26/06/2012,Tuesday,26,June,12,13,3,230,B,6415,"Single carriageway - 2 lanes",30,Crossroads,"Give way sign or markings",Unclassified,,"Daylight: street lights present","Fine (without high winds)",Dry,None,None,"No overtaking",331160,673570,531382,Junction,T.V.N.P.,354993,unset,EH152DQ,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m","At scene","55.95022,-3.10393"
349712,,Slight,2,2,26/06/2012,Tuesday,26,June,12,12,20,230,Unclassified,,"Dual carriageway - 2 lanes",40,"Other junction","Give way sign or markings",Unclassified,,"Daylight: street lights present","Fine (without high winds)",Dry,None,None,"No overtaking",318320,673700,10303338,Junction,T.V.N.P.,354994,unset,EH128TZ,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m","At scene","55.94937,-3.30952"
